client_id,company_name,industry,company_size,signup_date,acquisition_channel,acquisition_campaign,lead_id,status,churn_date
C0283,Vantage Capital,Real Estate,200+,2026-04-26,Paid Search,gs_va_hire,L03263,active,
C0284,Redstone Media,Logistics,200+,2026-05-01,Paid Search,gs_latam_talent,L03264,active,
C0285,Ironwood Group,E-commerce,200+,2026-04-28,Paid Social,li_agency_owners,L03269,active,
C0286,Kingsley LLC,Construction,200+,2026-04-29,Organic,seo_landing,L03271,churned,2026-07-21
C0287,Kingsley Partners,E-commerce,11-50,2026-05-03,Paid Search,gs_va_hire,L03276,active,
C0288,Lakeshore Realty,SaaS,51-200,2026-05-02,Referral,client_referral,L03284,active,
C0289,Redstone Group,SaaS,11-50,2026-05-11,Paid Social,fb_retarget,L03300,active,
C0290,Silverline LLC,SaaS,51-200,2026-05-11,Paid Search,gs_va_hire,L03310,active,
C0291,Clearview Media,SaaS,200+,2026-05-22,Paid Social,li_agency_owners,L03329,active,
C0292,Kingsley Capital,Insurance,200+,2026-05-21,Paid Search,gs_latam_talent,L03334,active,
C0293,Redstone Media,Real Estate,51-200,2026-05-18,Paid Search,gs_latam_talent,L03350,active,
C0294,Lakeshore LLC,Legal,1-10,2026-05-18,Referral,client_referral,L03355,active,
C0295,Ironwood LLC,Marketing Agency,51-200,2026-05-07,Paid Search,gs_latam_talent,L03375,churned,2026-07-19
C0296,Lakeshore Capital,Real Estate,51-200,2026-05-18,Paid Search,gs_va_hire,L03377,active,
C0297,Westbrook Partners,SaaS,51-200,2026-05-11,Referral,partner,L03385,active,
C0298,Kingsley LLC,Marketing Agency,51-200,2026-05-27,Outbound,linkedin_dm,L03404,active,
C0299,Kingsley Group,SaaS,11-50,2026-05-20,Paid Search,gs_va_hire,L03406,active,
C0300,Vantage Media,Construction,11-50,2026-05-26,Paid Search,gs_competitor,L03409,active,
C0301,Brightpath LLC,Logistics,11-50,2026-05-30,Organic,blog,L03420,active,
C0302,Silverline Group,Insurance,1-10,2026-05-27,Paid Search,gs_latam_talent,L03427,active,
C0303,Pinnacle LLC,E-commerce,1-10,2026-05-22,Paid Search,gs_competitor,L03429,active,
C0304,Redstone Capital,Healthcare,200+,2026-05-26,Paid Search,gs_competitor,L03431,active,
C0305,Redstone Partners,Real Estate,51-200,2026-05-28,Organic,seo_landing,L03440,active,
C0306,Kingsley Solutions,Healthcare,51-200,2026-05-31,Paid Social,fb_retarget,L03455,active,
C0307,Lakeshore Capital,Construction,200+,2026-05-28,Paid Social,fb_founders,L03479,active,
C0308,Redstone LLC,Legal,1-10,2026-06-10,Paid Search,gs_latam_talent,L03514,active,
C0309,Westbrook LLC,Real Estate,200+,2026-06-22,Organic,seo_landing,L03551,active,
C0310,Lakeshore Realty,Healthcare,11-50,2026-06-12,Outbound,cold_email_q2,L03557,active,
C0311,Silverline Group,SaaS,11-50,2026-06-08,Paid Social,fb_founders,L03566,active,
C0312,Clearview Capital,Construction,11-50,2026-06-12,Outbound,linkedin_dm,L03606,active,
C0313,Cedar Creek LLC,SaaS,51-200,2026-06-27,Paid Search,gs_va_hire,L03612,active,
C0314,Oakfield Solutions,Marketing Agency,1-10,2026-06-24,Paid Search,gs_competitor,L03633,active,
C0315,Blue Harbor Capital,Healthcare,200+,2026-06-24,Referral,partner,L03635,active,
C0316,Blue Harbor Solutions,Marketing Agency,11-50,2026-06-22,Organic,blog,L03677,active,
C0317,Silverline Capital,SaaS,1-10,2026-06-22,Referral,client_referral,L03679,active,
C0318,Oakfield Media,Insurance,51-200,2026-06-24,Outbound,linkedin_dm,L03688,active,
C0319,Summit Realty,Marketing Agency,1-10,2026-06-24,Organic,blog,L03731,active,
C0320,Westbrook Media,Logistics,1-10,2026-07-09,Organic,seo_landing,L03743,active,
C0321,Summit Group,Marketing Agency,51-200,2026-07-05,Paid Search,gs_competitor,L03748,active,
C0322,Brightpath Capital,SaaS,1-10,2026-07-05,Paid Search,gs_latam_talent,L03756,active,
C0323,Redstone Media,Marketing Agency,51-200,2026-07-11,Organic,seo_landing,L03771,active,
C0324,Westbrook Realty,Real Estate,1-10,2026-07-18,Paid Search,gs_latam_talent,L03798,active,
C0325,Clearview LLC,Marketing Agency,11-50,2026-07-22,Paid Search,gs_va_hire,L03800,active,
C0326,Brightpath Realty,SaaS,1-10,2026-07-21,Paid Social,fb_founders,L03802,active,
C0327,Silverline LLC,SaaS,51-200,2026-07-15,Outbound,linkedin_dm,L03814,active,
