vacancy_id,client_id,role_title,role_family,priority,opened_date,status,filled_date,target_monthly_rate_usd
V00319,C0146,Data Analyst,Technical,High,2025-10-11,on_hold,,1800
V00320,C0147,Accounts Payable Clerk,Bookkeeping,Standard,2026-04-09,on_hold,,1000
V00321,C0147,Web Developer,Technical,Standard,2025-11-13,cancelled,,800
V00322,C0148,Web Developer,Technical,Urgent,2026-06-13,filled,2026-07-04,2100
V00323,C0149,Sales Development Rep,Sales VA,Standard,2026-07-18,open,,1200
V00324,C0150,Helpdesk Agent,Customer Support,High,2026-02-03,filled,2026-02-17,1000
V00325,C0151,Executive Assistant,Executive VA,Urgent,2026-01-02,filled,2026-01-19,1500
V00326,C0152,Operations Assistant,Executive VA,Standard,2025-12-10,filled,2026-01-05,1000
V00327,C0153,Automation Specialist,Technical,High,2026-04-09,cancelled,,1800
V00328,C0153,Accounts Payable Clerk,Bookkeeping,Standard,2026-06-30,open,,2100
V00329,C0153,Executive Assistant,Executive VA,Urgent,2026-03-22,cancelled,,1000
V00330,C0153,Helpdesk Agent,Customer Support,High,2026-01-16,cancelled,,1500
V00331,C0154,Cold Caller,Sales VA,Standard,2026-04-25,on_hold,,1200
V00332,C0154,Customer Support Agent,Customer Support,Standard,2026-03-29,cancelled,,800
V00333,C0154,Operations Assistant,Executive VA,Standard,2025-12-27,cancelled,,1000
V00334,C0154,Cold Caller,Sales VA,High,2025-10-25,open,,2100
V00335,C0154,Sales Development Rep,Sales VA,High,2026-03-08,cancelled,,1000
V00336,C0155,Helpdesk Agent,Customer Support,Standard,2026-01-05,filled,2026-02-04,1000
V00337,C0155,Executive Assistant,Executive VA,Standard,2025-11-24,filled,2025-12-30,1200
V00338,C0156,Accounts Payable Clerk,Bookkeeping,Standard,2026-04-16,filled,2026-04-30,1200
V00339,C0156,Helpdesk Agent,Customer Support,Standard,2026-06-19,filled,2026-07-12,1000
V00340,C0156,Executive Assistant,Executive VA,Standard,2026-03-21,cancelled,,1200
V00341,C0156,Accounts Payable Clerk,Bookkeeping,Standard,2026-01-27,filled,2026-02-16,1800
V00342,C0157,Automation Specialist,Technical,Standard,2025-12-19,filled,2026-01-28,2100
V00343,C0158,Helpdesk Agent,Customer Support,High,2026-01-08,cancelled,,1500
V00344,C0159,Data Analyst,Technical,Standard,2026-05-04,filled,2026-06-15,1000
V00345,C0160,Helpdesk Agent,Customer Support,Standard,2026-01-02,cancelled,,2100
V00346,C0160,Web Developer,Technical,Standard,2025-10-17,cancelled,,1200
V00347,C0160,Content Writer,Marketing VA,Standard,2026-06-08,filled,2026-06-21,1200
V00348,C0160,Content Writer,Marketing VA,Urgent,2026-01-19,filled,2026-02-06,1200
V00349,C0161,Bookkeeper,Bookkeeping,High,2025-11-18,filled,2025-12-15,800
V00350,C0162,Executive Assistant,Executive VA,Standard,2025-12-09,cancelled,,1500
V00351,C0163,Operations Assistant,Executive VA,High,2025-10-25,cancelled,,800
V00352,C0164,Bookkeeper,Bookkeeping,High,2026-03-16,filled,2026-04-14,800
V00353,C0164,Web Developer,Technical,Standard,2026-02-26,filled,2026-03-18,2100
V00354,C0164,Accounts Payable Clerk,Bookkeeping,High,2025-10-12,filled,2025-10-10,1500
V00355,C0165,Helpdesk Agent,Customer Support,High,2025-11-10,filled,2025-11-20,800
V00356,C0166,Customer Support Agent,Customer Support,High,2026-07-17,filled,2026-07-26,1500
V00357,C0167,Accounts Payable Clerk,Bookkeeping,High,2026-03-25,on_hold,,1500
V00358,C0168,Social Media Manager,Marketing VA,Standard,2026-03-13,filled,2026-04-11,800
V00359,C0168,Executive Assistant,Executive VA,Urgent,2026-04-21,cancelled,,1200
V00360,C0168,Web Developer,Technical,High,2026-03-11,cancelled,,1000
V00361,C0169,Social Media Manager,Marketing VA,Standard,2025-12-17,filled,2026-01-03,1500
V00362,C0169,Helpdesk Agent,Customer Support,Standard,2025-12-04,cancelled,,1200
V00363,C0170,Bookkeeper,Bookkeeping,Standard,2026-04-21,cancelled,,1500
V00364,C0170,Bookkeeper,Bookkeeping,Standard,2026-05-23,on_hold,,2100
V00365,C0171,Appointment Setter,Sales VA,Standard,2026-04-17,on_hold,,1200
V00366,C0171,Cold Caller,Sales VA,Standard,2026-01-06,filled,2026-01-20,1800
V00367,C0172,Appointment Setter,Sales VA,Standard,2026-06-06,filled,2026-06-14,1500
V00368,C0173,Web Developer,Technical,High,2025-12-07,on_hold,,1500
V00369,C0174,Executive Assistant,Executive VA,Standard,2026-03-04,filled,2026-03-18,800
V00370,C0174,Operations Assistant,Executive VA,Standard,2026-03-11,filled,2026-04-02,1000
V00371,C0174,Helpdesk Agent,Customer Support,High,2026-01-28,filled,2026-02-21,2100
V00372,C0174,Executive Assistant,Executive VA,Urgent,2026-04-25,cancelled,,2100
V00373,C0174,Web Developer,Technical,Urgent,2026-04-17,cancelled,,1200
V00374,C0175,Executive Assistant,Executive VA,High,2026-02-06,filled,2026-02-25,800
V00375,C0176,Email Marketer,Marketing VA,Standard,2026-04-22,filled,2026-05-06,1000
V00376,C0176,Customer Support Agent,Customer Support,Standard,2025-12-22,filled,2026-01-11,1200
V00377,C0177,Data Analyst,Technical,High,2025-12-17,cancelled,,1800
V00378,C0178,Content Writer,Marketing VA,Standard,2026-03-07,filled,2026-04-08,2100
V00379,C0178,Email Marketer,Marketing VA,Standard,2025-12-31,filled,2026-01-14,800
V00380,C0178,Accounts Payable Clerk,Bookkeeping,Standard,2026-06-17,filled,2026-06-28,1200
V00381,C0178,Accounts Payable Clerk,Bookkeeping,Standard,2026-06-08,filled,2026-06-26,1200
V00382,C0178,Accounts Payable Clerk,Bookkeeping,Standard,2026-01-17,filled,2026-02-05,800
V00383,C0179,Appointment Setter,Sales VA,High,2026-01-15,filled,2026-01-26,1800
V00384,C0179,Sales Development Rep,Sales VA,Standard,2026-05-25,filled,2026-07-06,1000
V00385,C0180,Appointment Setter,Sales VA,Urgent,2026-01-21,filled,2026-01-31,1500
V00386,C0181,Content Writer,Marketing VA,Standard,2026-03-09,cancelled,,1000
V00387,C0181,Data Analyst,Technical,Urgent,2025-12-21,filled,2026-01-05,2100
V00388,C0182,Social Media Manager,Marketing VA,High,2026-07-20,open,,1500
V00389,C0182,Content Writer,Marketing VA,Standard,2026-07-10,filled,2026-07-26,1200
V00390,C0182,Cold Caller,Sales VA,Standard,2026-03-05,cancelled,,1800
V00391,C0183,Automation Specialist,Technical,Urgent,2026-03-20,filled,2026-04-18,1000
V00392,C0184,Accounts Payable Clerk,Bookkeeping,High,2026-02-21,filled,2026-03-15,1200
V00393,C0184,Data Analyst,Technical,Standard,2026-04-16,cancelled,,1500
V00394,C0185,Data Analyst,Technical,Standard,2026-01-25,filled,2026-03-07,1000
V00395,C0186,Customer Support Agent,Customer Support,Standard,2026-03-23,on_hold,,1000
V00396,C0187,Content Writer,Marketing VA,Urgent,2026-03-27,on_hold,,1000
V00397,C0187,Operations Assistant,Executive VA,Standard,2026-03-20,cancelled,,1200
V00398,C0187,Cold Caller,Sales VA,Standard,2026-02-14,filled,2026-02-06,1000
V00399,C0188,Appointment Setter,Sales VA,Standard,2026-01-22,filled,2026-02-08,1000
V00400,C0189,Executive Assistant,Executive VA,Standard,2026-05-16,on_hold,,1500
V00401,C0190,Operations Assistant,Executive VA,Standard,2026-03-04,filled,2026-04-01,1800
V00402,C0191,Accounts Payable Clerk,Bookkeeping,Urgent,2026-03-07,cancelled,,1500
V00403,C0192,Automation Specialist,Technical,Standard,2026-06-18,filled,2026-07-02,1000
V00404,C0192,Email Marketer,Marketing VA,High,2026-06-02,filled,2026-06-17,1500
V00405,C0193,Executive Assistant,Executive VA,High,2026-04-02,filled,2026-04-14,1500
V00406,C0194,Email Marketer,Marketing VA,High,2026-06-11,open,,1200
V00407,C0194,Helpdesk Agent,Customer Support,High,2026-05-04,filled,2026-05-19,1200
V00408,C0194,Sales Development Rep,Sales VA,Standard,2026-05-27,cancelled,,1500
V00409,C0194,Executive Assistant,Executive VA,Standard,2026-07-12,open,,1000
V00410,C0195,Accounts Payable Clerk,Bookkeeping,Urgent,2026-03-23,filled,2026-04-10,1200
V00411,C0195,Cold Caller,Sales VA,High,2026-07-03,open,,2100
V00412,C0195,Executive Assistant,Executive VA,Urgent,2026-03-06,cancelled,,1200
V00413,C0196,Executive Assistant,Executive VA,Standard,2026-02-09,open,,2100
V00414,C0197,Bookkeeper,Bookkeeping,Standard,2026-02-03,cancelled,,1000
V00415,C0197,Cold Caller,Sales VA,Standard,2026-05-30,filled,2026-06-09,2100
V00416,C0198,Social Media Manager,Marketing VA,Urgent,2026-01-07,filled,2026-01-22,1000
V00417,C0199,Operations Assistant,Executive VA,High,2026-07-05,open,,1500
V00418,C0199,Content Writer,Marketing VA,High,2026-04-11,filled,2026-04-28,800
V00419,C0199,Social Media Manager,Marketing VA,Standard,2026-07-11,open,,1000
V00420,C0200,Sales Development Rep,Sales VA,Standard,2026-02-05,cancelled,,2100
V00421,C0201,Social Media Manager,Marketing VA,High,2026-01-29,filled,2026-03-17,1800
V00422,C0201,Helpdesk Agent,Customer Support,High,2026-04-11,open,,1800
V00423,C0202,Operations Assistant,Executive VA,Standard,2026-05-28,filled,2026-06-21,1200
V00424,C0202,Content Writer,Marketing VA,Standard,2026-06-13,filled,2026-07-01,1200
V00425,C0203,Social Media Manager,Marketing VA,Standard,2026-02-01,filled,2026-02-17,1000
V00426,C0203,Appointment Setter,Sales VA,High,2026-05-22,filled,2026-05-29,1500
V00427,C0204,Customer Support Agent,Customer Support,High,2026-01-20,filled,2026-02-16,1000
V00428,C0205,Bookkeeper,Bookkeeping,Urgent,2026-03-05,cancelled,,1500
V00429,C0205,Executive Assistant,Executive VA,Standard,2026-03-21,filled,2026-04-28,800
V00430,C0206,Helpdesk Agent,Customer Support,High,2026-07-17,open,,2100
V00431,C0206,Cold Caller,Sales VA,High,2026-02-05,cancelled,,1200
V00432,C0206,Social Media Manager,Marketing VA,High,2026-07-21,open,,2100
V00433,C0206,Accounts Payable Clerk,Bookkeeping,Urgent,2026-04-30,on_hold,,800
V00434,C0207,Bookkeeper,Bookkeeping,Standard,2026-06-25,filled,2026-07-09,1800
V00435,C0208,Operations Assistant,Executive VA,Urgent,2026-02-11,cancelled,,1200
V00436,C0208,Accounts Payable Clerk,Bookkeeping,Standard,2026-03-21,on_hold,,1500
V00437,C0209,Email Marketer,Marketing VA,Standard,2026-03-14,filled,2026-03-22,1500
V00438,C0209,Executive Assistant,Executive VA,Standard,2026-07-01,filled,2026-07-18,1000
V00439,C0209,Accounts Payable Clerk,Bookkeeping,Urgent,2026-03-12,on_hold,,1500
V00440,C0209,Helpdesk Agent,Customer Support,Standard,2026-02-02,cancelled,,800
V00441,C0210,Email Marketer,Marketing VA,High,2026-07-01,filled,2026-07-18,1000
V00442,C0210,Executive Assistant,Executive VA,Standard,2026-04-04,filled,2026-04-20,800
V00443,C0210,Content Writer,Marketing VA,Standard,2026-07-25,open,,2100
V00444,C0211,Accounts Payable Clerk,Bookkeeping,Urgent,2026-06-04,filled,2026-06-16,1000
V00445,C0212,Content Writer,Marketing VA,Standard,2026-03-24,filled,2026-04-22,1000
V00446,C0212,Cold Caller,Sales VA,Standard,2026-07-23,open,,1000
V00447,C0212,Appointment Setter,Sales VA,Standard,2026-06-26,open,,1500
V00448,C0212,Social Media Manager,Marketing VA,Standard,2026-07-13,open,,1000
V00449,C0213,Customer Support Agent,Customer Support,Standard,2026-06-13,cancelled,,1000
V00450,C0213,Operations Assistant,Executive VA,Standard,2026-03-05,filled,2026-03-13,1000
V00451,C0213,Customer Support Agent,Customer Support,Standard,2026-05-07,cancelled,,1200
V00452,C0214,Executive Assistant,Executive VA,Standard,2026-05-15,on_hold,,1200
V00453,C0215,Operations Assistant,Executive VA,High,2026-05-11,filled,2026-05-22,1000
V00454,C0215,Accounts Payable Clerk,Bookkeeping,Standard,2026-03-18,filled,2026-04-25,1500
V00455,C0216,Executive Assistant,Executive VA,Standard,2026-04-06,filled,2026-04-19,1200
V00456,C0217,Content Writer,Marketing VA,Urgent,2026-04-16,on_hold,,1000
V00457,C0218,Web Developer,Technical,Standard,2026-03-29,cancelled,,800
V00458,C0219,Bookkeeper,Bookkeeping,Standard,2026-06-23,filled,2026-07-04,1800
V00459,C0219,Appointment Setter,Sales VA,Urgent,2026-07-10,open,,2100
V00460,C0220,Cold Caller,Sales VA,High,2026-04-29,filled,2026-05-15,1200
V00461,C0220,Accounts Payable Clerk,Bookkeeping,High,2026-04-15,filled,2026-05-05,1000
V00462,C0221,Appointment Setter,Sales VA,High,2026-06-27,filled,2026-07-11,1000
V00463,C0222,Cold Caller,Sales VA,Standard,2026-06-13,open,,1000
V00464,C0223,Sales Development Rep,Sales VA,Urgent,2026-06-18,filled,2026-07-10,1800
V00465,C0224,Data Analyst,Technical,Standard,2026-04-28,filled,2026-07-02,800
V00466,C0224,Operations Assistant,Executive VA,Standard,2026-03-25,cancelled,,1000
V00467,C0225,Appointment Setter,Sales VA,Standard,2026-06-11,open,,800
V00468,C0225,Helpdesk Agent,Customer Support,Standard,2026-06-22,filled,2026-07-01,1800
V00469,C0226,Web Developer,Technical,Standard,2026-07-10,open,,2100
V00470,C0227,Customer Support Agent,Customer Support,Standard,2026-05-19,filled,2026-06-21,1000
V00471,C0228,Bookkeeper,Bookkeeping,Standard,2026-04-26,filled,2026-05-21,2100
V00472,C0228,Operations Assistant,Executive VA,Standard,2026-05-31,filled,2026-06-29,1500
V00473,C0228,Sales Development Rep,Sales VA,Standard,2026-07-07,filled,2026-07-24,2100
V00474,C0228,Email Marketer,Marketing VA,High,2026-06-08,filled,2026-06-23,2100
V00475,C0229,Content Writer,Marketing VA,High,2026-04-24,filled,2026-05-21,1200
V00476,C0229,Customer Support Agent,Customer Support,Standard,2026-05-24,filled,2026-06-17,800
V00477,C0229,Operations Assistant,Executive VA,Standard,2026-04-24,filled,2026-05-11,1500
V00478,C0229,Content Writer,Marketing VA,Standard,2026-05-12,filled,2026-05-26,1000
V00479,C0229,Data Analyst,Technical,High,2026-04-21,filled,2026-05-11,1800
V00480,C0230,Web Developer,Technical,High,2026-06-01,filled,2026-07-26,2100
V00481,C0230,Social Media Manager,Marketing VA,Urgent,2026-04-28,filled,2026-05-18,1200
V00482,C0230,Cold Caller,Sales VA,Standard,2026-04-30,on_hold,,1000
V00483,C0230,Content Writer,Marketing VA,High,2026-06-07,open,,1000
V00484,C0231,Email Marketer,Marketing VA,Standard,2026-07-26,open,,800
V00485,C0231,Automation Specialist,Technical,Standard,2026-05-30,open,,1200
V00486,C0232,Automation Specialist,Technical,Urgent,2026-04-02,open,,1500
V00487,C0233,Accounts Payable Clerk,Bookkeeping,Standard,2026-05-15,filled,2026-05-24,2100
V00488,C0233,Helpdesk Agent,Customer Support,Standard,2026-05-14,filled,2026-06-06,1500
V00489,C0234,Accounts Payable Clerk,Bookkeeping,High,2026-07-01,open,,1000
V00490,C0234,Operations Assistant,Executive VA,Standard,2026-03-23,filled,2026-04-08,800
V00491,C0234,Customer Support Agent,Customer Support,Standard,2026-05-15,cancelled,,1000
V00492,C0234,Operations Assistant,Executive VA,Standard,2026-07-07,open,,1000
V00493,C0234,Executive Assistant,Executive VA,Standard,2026-03-24,filled,2026-04-16,1200
V00494,C0235,Social Media Manager,Marketing VA,Standard,2026-06-15,open,,1500
V00495,C0235,Web Developer,Technical,Standard,2026-05-09,filled,2026-05-25,1200
V00496,C0235,Content Writer,Marketing VA,Standard,2026-04-25,cancelled,,2100
V00497,C0235,Helpdesk Agent,Customer Support,High,2026-07-17,open,,1500
V00498,C0236,Accounts Payable Clerk,Bookkeeping,Standard,2026-05-22,cancelled,,1000
V00499,C0236,Social Media Manager,Marketing VA,Standard,2026-05-18,on_hold,,1200
V00500,C0236,Content Writer,Marketing VA,Urgent,2026-06-15,filled,2026-06-26,2100
V00501,C0236,Helpdesk Agent,Customer Support,High,2026-05-26,cancelled,,1000
V00502,C0236,Accounts Payable Clerk,Bookkeeping,Standard,2026-04-03,cancelled,,1800
V00503,C0237,Content Writer,Marketing VA,High,2026-04-16,filled,2026-05-09,1500
V00504,C0238,Automation Specialist,Technical,High,2026-06-23,open,,1200
V00505,C0238,Accounts Payable Clerk,Bookkeeping,High,2026-05-11,cancelled,,1000
V00506,C0238,Sales Development Rep,Sales VA,Standard,2026-05-14,on_hold,,1500
V00507,C0239,Customer Support Agent,Customer Support,High,2026-05-01,filled,2026-05-20,1500
V00508,C0239,Data Analyst,Technical,Standard,2026-04-06,filled,2026-04-26,800
V00509,C0239,Appointment Setter,Sales VA,High,2026-05-11,filled,2026-06-02,1000
V00510,C0240,Web Developer,Technical,Standard,2026-04-16,filled,2026-06-05,1800
V00511,C0240,Executive Assistant,Executive VA,High,2026-06-19,filled,2026-07-07,2100
V00512,C0241,Bookkeeper,Bookkeeping,Standard,2026-07-02,open,,1500
V00513,C0241,Email Marketer,Marketing VA,Standard,2026-06-23,filled,2026-07-25,1000
V00514,C0241,Executive Assistant,Executive VA,Standard,2026-05-30,filled,2026-06-20,800
V00515,C0241,Data Analyst,Technical,High,2026-04-09,filled,2026-05-04,1500
V00516,C0242,Helpdesk Agent,Customer Support,Standard,2026-07-11,open,,2100
V00517,C0243,Appointment Setter,Sales VA,High,2026-05-23,filled,2026-06-11,1200
V00518,C0244,Sales Development Rep,Sales VA,Standard,2026-04-15,open,,1200
V00519,C0245,Cold Caller,Sales VA,Standard,2026-07-07,filled,2026-07-26,1000
V00520,C0246,Helpdesk Agent,Customer Support,High,2026-07-12,open,,2100
V00521,C0246,Executive Assistant,Executive VA,Standard,2026-07-25,open,,1000
V00522,C0246,Cold Caller,Sales VA,Standard,2026-05-27,filled,2026-06-08,1200
V00523,C0246,Sales Development Rep,Sales VA,High,2026-05-04,cancelled,,1500
V00524,C0247,Helpdesk Agent,Customer Support,Standard,2026-04-19,filled,2026-05-11,2100
V00525,C0247,Social Media Manager,Marketing VA,Standard,2026-06-06,filled,2026-07-01,2100
V00526,C0248,Executive Assistant,Executive VA,Standard,2026-06-15,open,,1500
V00527,C0248,Email Marketer,Marketing VA,High,2026-04-29,on_hold,,800
V00528,C0249,Bookkeeper,Bookkeeping,Urgent,2026-05-20,filled,2026-06-18,2100
V00529,C0250,Data Analyst,Technical,Standard,2026-06-28,filled,2026-07-16,1200
V00530,C0250,Customer Support Agent,Customer Support,High,2026-05-09,cancelled,,1500
V00531,C0251,Customer Support Agent,Customer Support,Standard,2026-07-19,open,,1000
V00532,C0252,Email Marketer,Marketing VA,High,2026-05-06,filled,2026-06-06,1200
V00533,C0252,Social Media Manager,Marketing VA,High,2026-07-17,open,,2100
V00534,C0252,Bookkeeper,Bookkeeping,High,2026-05-21,filled,2026-06-10,1800
V00535,C0253,Automation Specialist,Technical,Standard,2026-06-14,filled,2026-06-21,1500
V00536,C0254,Appointment Setter,Sales VA,Standard,2026-06-21,filled,2026-07-13,1200
V00537,C0255,Email Marketer,Marketing VA,High,2026-06-13,filled,2026-06-22,1200
V00538,C0256,Executive Assistant,Executive VA,Standard,2026-05-09,cancelled,,1500
V00539,C0256,Bookkeeper,Bookkeeping,High,2026-05-15,cancelled,,1200
V00540,C0256,Email Marketer,Marketing VA,High,2026-05-25,filled,2026-06-15,800
V00541,C0257,Helpdesk Agent,Customer Support,Standard,2026-05-11,cancelled,,2100
V00542,C0257,Web Developer,Technical,Standard,2026-07-18,open,,800
V00543,C0257,Bookkeeper,Bookkeeping,Standard,2026-07-12,open,,800
V00544,C0258,Content Writer,Marketing VA,Standard,2026-07-05,open,,2100
V00545,C0259,Social Media Manager,Marketing VA,Standard,2026-06-24,filled,2026-07-05,1200
V00546,C0260,Executive Assistant,Executive VA,Standard,2026-06-27,filled,2026-07-18,1500
V00547,C0260,Customer Support Agent,Customer Support,Standard,2026-06-28,open,,1200
V00548,C0260,Helpdesk Agent,Customer Support,High,2026-05-23,filled,2026-06-03,1500
V00549,C0261,Cold Caller,Sales VA,Standard,2026-06-01,filled,2026-06-16,800
V00550,C0261,Automation Specialist,Technical,Standard,2026-06-29,open,,1500
V00551,C0261,Data Analyst,Technical,Standard,2026-06-14,open,,2100
V00552,C0261,Customer Support Agent,Customer Support,Standard,2026-05-19,on_hold,,1200
V00553,C0262,Operations Assistant,Executive VA,High,2026-05-13,filled,2026-05-30,1200
V00554,C0263,Bookkeeper,Bookkeeping,Standard,2026-06-11,open,,2100
V00555,C0263,Bookkeeper,Bookkeeping,Urgent,2026-07-26,open,,1200
V00556,C0263,Content Writer,Marketing VA,High,2026-06-18,open,,2100
V00557,C0263,Customer Support Agent,Customer Support,Standard,2026-05-31,filled,2026-06-19,1500
V00558,C0264,Operations Assistant,Executive VA,Standard,2026-07-23,open,,2100
V00559,C0265,Customer Support Agent,Customer Support,High,2026-07-03,filled,2026-06-29,1500
V00560,C0265,Customer Support Agent,Customer Support,Standard,2026-06-29,filled,2026-07-11,1800
V00561,C0265,Helpdesk Agent,Customer Support,Urgent,2026-06-06,filled,2026-06-09,1200
V00562,C0266,Social Media Manager,Marketing VA,Urgent,2026-06-13,filled,2026-06-29,1200
V00563,C0266,Email Marketer,Marketing VA,High,2026-06-07,open,,2100
V00564,C0267,Social Media Manager,Marketing VA,High,2026-06-09,open,,1500
V00565,C0267,Automation Specialist,Technical,Standard,2026-06-02,open,,1200
V00566,C0268,Helpdesk Agent,Customer Support,High,2026-06-07,filled,2026-07-05,1000
V00567,C0269,Social Media Manager,Marketing VA,Standard,2026-06-01,filled,2026-06-23,1000
V00568,C0270,Accounts Payable Clerk,Bookkeeping,Standard,2026-06-27,open,,1000
V00569,C0271,Operations Assistant,Executive VA,Standard,2026-06-19,open,,1000
V00570,C0272,Automation Specialist,Technical,High,2026-07-13,open,,800
V00571,C0272,Social Media Manager,Marketing VA,Standard,2026-07-05,open,,1200
V00572,C0273,Appointment Setter,Sales VA,Standard,2026-07-09,filled,2026-07-16,800
V00573,C0273,Bookkeeper,Bookkeeping,Standard,2026-06-13,filled,2026-07-20,2100
V00574,C0274,Automation Specialist,Technical,Standard,2026-07-20,open,,2100
V00575,C0274,Bookkeeper,Bookkeeping,High,2026-06-29,open,,1000
V00576,C0275,Web Developer,Technical,Standard,2026-07-10,open,,2100
V00577,C0275,Sales Development Rep,Sales VA,Urgent,2026-07-21,open,,1500
V00578,C0275,Content Writer,Marketing VA,Standard,2026-06-21,open,,2100
V00579,C0275,Web Developer,Technical,Standard,2026-07-22,open,,1800
V00580,C0276,Cold Caller,Sales VA,Standard,2026-07-07,open,,800
V00581,C0276,Social Media Manager,Marketing VA,Urgent,2026-06-24,open,,1000
V00582,C0276,Sales Development Rep,Sales VA,Urgent,2026-07-26,open,,800
V00583,C0276,Helpdesk Agent,Customer Support,High,2026-07-07,open,,2100
V00584,C0276,Accounts Payable Clerk,Bookkeeping,Standard,2026-07-23,open,,1000
V00585,C0277,Customer Support Agent,Customer Support,Standard,2026-07-01,filled,2026-07-24,1500
V00586,C0277,Customer Support Agent,Customer Support,Standard,2026-07-18,open,,2100
V00587,C0277,Customer Support Agent,Customer Support,Standard,2026-07-08,open,,2100
V00588,C0277,Email Marketer,Marketing VA,Standard,2026-07-08,filled,2026-07-18,800
V00589,C0277,Social Media Manager,Marketing VA,High,2026-07-12,open,,2100
V00590,C0278,Accounts Payable Clerk,Bookkeeping,Standard,2026-07-08,filled,2026-07-26,800
V00591,C0279,Bookkeeper,Bookkeeping,Standard,2026-06-13,open,,2100
V00592,C0279,Sales Development Rep,Sales VA,High,2026-06-22,filled,2026-07-24,2100
V00593,C0280,Operations Assistant,Executive VA,Standard,2026-07-21,open,,2100
V00594,C0280,Sales Development Rep,Sales VA,Standard,2026-07-24,open,,1000
V00595,C0281,Web Developer,Technical,Standard,2026-07-16,open,,1500
V00596,C0281,Customer Support Agent,Customer Support,Standard,2026-07-06,filled,2026-07-17,800
V00597,C0282,Data Analyst,Technical,High,2026-07-01,open,,2100
V00598,C0282,Web Developer,Technical,Standard,2026-07-05,open,,800
V00599,C0283,Cold Caller,Sales VA,Standard,2026-07-03,filled,2026-07-19,1000
V00600,C0283,Sales Development Rep,Sales VA,Standard,2026-07-13,open,,2100
V00601,C0283,Data Analyst,Technical,High,2026-07-05,open,,1200
V00602,C0283,Executive Assistant,Executive VA,Urgent,2026-07-20,open,,1200
V00603,C0284,Executive Assistant,Executive VA,Standard,2026-07-18,open,,2100
V00604,C0285,Operations Assistant,Executive VA,Standard,2026-07-03,filled,2026-07-15,1800
V00605,C0286,Operations Assistant,Executive VA,High,2026-07-03,filled,2026-07-12,1000
V00606,C0287,Automation Specialist,Technical,Standard,2026-07-06,open,,1200
V00607,C0288,Helpdesk Agent,Customer Support,Standard,2026-07-21,open,,1200
V00608,C0288,Accounts Payable Clerk,Bookkeeping,High,2026-07-24,open,,1200
V00609,C0288,Customer Support Agent,Customer Support,Standard,2026-07-22,open,,1500
V00610,C0289,Email Marketer,Marketing VA,Standard,2026-07-13,open,,1200
V00611,C0290,Sales Development Rep,Sales VA,High,2026-07-22,open,,1000
V00612,C0290,Appointment Setter,Sales VA,High,2026-07-23,open,,1800
V00613,C0291,Data Analyst,Technical,Standard,2026-07-18,open,,1500
V00614,C0291,Customer Support Agent,Customer Support,Standard,2026-07-23,open,,1500
V00615,C0291,Content Writer,Marketing VA,High,2026-07-17,filled,2026-07-26,1800
V00616,C0292,Sales Development Rep,Sales VA,Standard,2026-07-26,open,,1200
V00617,C0293,Web Developer,Technical,Standard,2026-07-07,open,,1200
V00618,C0293,Accounts Payable Clerk,Bookkeeping,Standard,2026-07-10,filled,2026-07-25,1800
V00619,C0293,Data Analyst,Technical,Standard,2026-07-09,open,,1800
V00620,C0293,Bookkeeper,Bookkeeping,Urgent,2026-07-16,open,,1800
V00621,C0293,Customer Support Agent,Customer Support,Standard,2026-07-22,open,,800
V00622,C0294,Data Analyst,Technical,Urgent,2026-07-21,open,,800
V00623,C0294,Helpdesk Agent,Customer Support,Standard,2026-07-18,open,,1800
V00624,C0294,Web Developer,Technical,Standard,2026-07-15,open,,1800
V00625,C0295,Social Media Manager,Marketing VA,Standard,2026-07-15,open,,1800
V00626,C0295,Web Developer,Technical,Urgent,2026-07-18,open,,1200
V00627,C0296,Helpdesk Agent,Customer Support,Standard,2026-07-21,open,,1500
V00628,C0296,Email Marketer,Marketing VA,Standard,2026-07-23,open,,1500
V00629,C0296,Accounts Payable Clerk,Bookkeeping,Standard,2026-07-23,open,,1200
V00630,C0297,Bookkeeper,Bookkeeping,Standard,2026-07-21,open,,1200
V00631,C0298,Appointment Setter,Sales VA,Standard,2026-07-24,open,,1500
V00632,C0299,Helpdesk Agent,Customer Support,High,2026-07-26,open,,1500
V00633,C0300,Executive Assistant,Executive VA,Urgent,2026-07-26,open,,1000
V00634,C0301,Operations Assistant,Executive VA,High,2026-07-19,open,,1500
V00635,C0302,Data Analyst,Technical,Standard,2026-07-26,open,,1800
